0.000000E+0	2.014000E-1	3.160454E-1
2.000000E-6	2.034018E-1	2.959367E-1
4.000000E-6	2.054036E-1	2.742543E-1
6.000000E-6	2.074055E-1	2.509893E-1
8.000000E-6	2.094073E-1	2.261364E-1
1.000000E-5	2.114091E-1	1.996936E-1
1.200000E-5	2.134109E-1	1.716625E-1
1.400000E-5	2.154127E-1	1.420485E-1
1.600000E-5	2.174146E-1	1.108605E-1
1.800000E-5	2.194164E-1	7.811140E-2
2.000000E-5	2.214182E-1	4.381772E-2
2.200000E-5	2.234200E-1	8.000006E-3
2.400000E-5	2.254218E-1	-2.931732E-2
2.600000E-5	2.274237E-1	-6.810591E-2
2.800000E-5	2.294255E-1	-1.083334E-1
3.000000E-5	2.314273E-1	-1.499637E-1
3.200000E-5	2.334291E-1	-1.929565E-1
3.400000E-5	2.354309E-1	-2.372678E-1
3.600000E-5	2.374328E-1	-2.828496E-1
3.800000E-5	2.394346E-1	-3.296503E-1
4.000000E-5	2.414364E-1	-3.776142E-1
4.200000E-5	2.434382E-1	-4.266823E-1
4.400000E-5	2.454400E-1	-4.767918E-1
4.600000E-5	2.474419E-1	-5.278765E-1
4.800000E-5	2.494437E-1	-5.798667E-1
5.000000E-5	2.514455E-1	-6.326896E-1
5.200000E-5	2.534473E-1	-6.862692E-1
5.400000E-5	2.554491E-1	-7.405264E-1
5.600000E-5	2.574510E-1	-7.953796E-1
5.800000E-5	2.594528E-1	-8.507443E-1
6.000000E-5	2.614546E-1	-9.065334E-1
6.200000E-5	2.634564E-1	-9.626577E-1
6.400000E-5	2.654582E-1	-1.019026E+0
6.600000E-5	2.674601E-1	-1.075544E+0
6.800000E-5	2.694619E-1	-1.132118E+0
7.000000E-5	2.714637E-1	-1.188651E+0
7.200000E-5	2.734655E-1	-1.245045E+0
7.400000E-5	2.754673E-1	-1.301200E+0
7.600000E-5	2.774692E-1	-1.357018E+0
7.800000E-5	2.794710E-1	-1.412397E+0
8.000000E-5	2.814728E-1	-1.467236E+0
8.200000E-5	2.834746E-1	-1.521435E+0
8.400000E-5	2.854764E-1	-1.574893E+0
8.600000E-5	2.874783E-1	-1.627507E+0
8.800000E-5	2.894801E-1	-1.679179E+0
9.000000E-5	2.914819E-1	-1.729809E+0
9.200000E-5	2.934837E-1	-1.779297E+0
9.400000E-5	2.954855E-1	-1.827546E+0
9.600000E-5	2.974874E-1	-1.874460E+0
9.800000E-5	2.994892E-1	-1.919944E+0
1.000000E-4	3.014910E-1	-1.963905E+0
1.020000E-4	3.034928E-1	-2.006253E+0
1.040000E-4	3.054946E-1	-2.046899E+0
1.060000E-4	3.074965E-1	-2.085755E+0
1.080000E-4	3.094983E-1	-2.122740E+0
1.100000E-4	3.115001E-1	-2.157770E+0
1.120000E-4	3.135019E-1	-2.190768E+0
1.140000E-4	3.155037E-1	-2.221659E+0
1.160000E-4	3.175056E-1	-2.250371E+0
1.180000E-4	3.195074E-1	-2.276834E+0
1.200000E-4	3.215092E-1	-2.300983E+0
1.220000E-4	3.235110E-1	-2.322757E+0
1.240000E-4	3.255128E-1	-2.342097E+0
1.260000E-4	3.275146E-1	-2.358949E+0
1.280000E-4	3.295165E-1	-2.373261E+0
1.300000E-4	3.315183E-1	-2.384988E+0
1.320000E-4	3.335201E-1	-2.394086E+0
1.340000E-4	3.355219E-1	-2.400516E+0
1.360000E-4	3.375237E-1	-2.404244E+0
1.380000E-4	3.395256E-1	-2.405238E+0
1.400000E-4	3.415274E-1	-2.403473E+0
